Name,Owner,Category,District,Province,Location
14. Mustvangwa ,RDC ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
15. Shinje ,RDC ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
16. Roscommon ,Pvt. ,clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
17. Tilbury ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
18. Arda ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
19. Charter ,Commercial; ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
20. Gwindingwi ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
21. Chisengu ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
22.  Cashel ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
23. Martin Forest   ,Commercial ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
24. Nyahode ,Govt. ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
25. Ngorima ,RDC ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
26. PSZ ,NGO ,Clinic ,Chimanimani District. ,MANICALAND PROVINCE ,Africa
1. Chipinge ,Govt. ,District hosp. ,Chipinge District ,MANICALAND PROVINCE ,Africa
2. St. Peters  ,Mission ,Rural hosp. ,Chipinge District ,MANICALAND PROVINCE ,Africa
3. Mt. Selinda ,Mission ,Rural hosp. ,Chipinge District ,MANICALAND PROVINCE ,Africa
4. Chikore ,Mission ,Rural hosp ,Chipinge District ,MANICALAND PROVINCE ,Africa
5. Gwenzi ,Mission ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
6. Chinyamukwakwa ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
7. Kopera ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
8. Mabee ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
9. Mahenye ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
10. Paidamoyo ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
11. Tanganda ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
12. Msilizwi ,Govt. ,RHC ,Chipinge District ,MANICALAND PROVINCE ,Africa
13. Gumira ,RDC ,clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
14. Kondo ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
15. Madhuku ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
16. Manzvire ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
17. Matanadhwe ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
18. Rimbi ,RDC ,clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
19. Vheneka ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
20. Zamuchiya ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
21. Hwakata ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
22. Chipangai ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
23. Chiriga ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
24. Gaza ,RDC ,clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
25. Junction ,RDC ,clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
26. Mutema ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
27. Ngaone ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
28. Silverstream ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
29. Clearwater ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
30. Arda Middle Save ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
31. Takawira ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
32. Jersey ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
33. New Year‰Ûªs Gift ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
34. Rattleshoek ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
35. Zona ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
36. Southdown ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
37. Checheche ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
38. Smaldale ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
39. Musani ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
40. Tuzuka ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
41. Maparadze ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
42. Chisuma ,RDC ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
43. Tongogara ,Refugee Camp ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
44. Chipinge ,Town council ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
45. Tamandai ,Pvt. ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
46. Mt. Selinda ,Mission ,Rural Hosp. ,Chipinge District ,MANICALAND PROVINCE ,Africa
47. Arda Chisumbanje ,Commercial ,Clinic ,Chipinge District ,MANICALAND PROVINCE ,Africa
1. Rusape ,Govt. ,District Hosp.  ,Makoni District ,MANICALAND PROVINCE ,Africa
2. Bamba ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
3. Chikobvore ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
4. Chinhenga ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
5. Chinyika I ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
6. Chinyika II ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
7. Chinyudze ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
8. Gowakowa ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
9. Katsenga ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
10. Maparura ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
11. Masvosva ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
12. Matotwe ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
13. Mayo I ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
14. Mayo II ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
15. Nyahukwe ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
16. Nyahove ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
17. Nyamukamani ,Govt. ,RHC ,Makoni District ,MANICALAND PROVINCE ,Africa
18. Makoni ,Govt. ,Rural Hosp. ,Makoni District ,MANICALAND PROVINCE ,Africa
19. Weya ,Govt. ,Rural Hosp. ,Makoni District ,MANICALAND PROVINCE ,Africa
20. Nyamidzi ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
21. Rukweza ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
22. Era Mine ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
23. Mubvurungwa ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
24. Chiduku  ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
25. Chikore ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
26. Dowa ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
27. Matsika ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
28. Mukamba ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
29. Tandi ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
30. Toriro ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
31. Tsanzaguru ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
32. Dumbamwe ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
33. Vengere ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
34. Headlands ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
35. Nyazura ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
36. St. Micheals ,Mission ,Rural Hosp. ,Makoni District ,MANICALAND PROVINCE ,Africa
37. St. Theresa ,Mission ,Rural hosp. ,Makoni District ,MANICALAND PROVINCE ,Africa
38. Anoldine ,Mission ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
39. Chinyadza ,Mission ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
40. Nyazura ,Mission ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
41. Inyathi Mine Clinic ,ZRP ,,Makoni District ,MANICALAND PROVINCE ,Africa
42. Ringanai ,RDC ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
43. Mavhudzi  ,Govt. ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
44. Gorubi ,Govt. ,Clinic ,Makoni District ,MANICALAND PROVINCE ,Africa
1. Mutare ,Govt. ,Provincial hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
2. Marange ,Govt. ,Rural hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
3. Mt. Zuma  ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
4. Guturare ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
5. Gwindingwi ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
6. Muromo ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
7. Nyamazura ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
8. Nyagundi ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
9. Chiadzwa ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
10. Chiwere ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
11. Zvipiripiri ,RDC. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
12. Bazerly ,RDC. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
13. Burma Valley ,RDC ,RHc ,Mutare  District ,MANICALAND PROVINCE ,Africa
14. Bakorenhema ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
15. Chitakatira ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
16. Chitaka ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
17. Chipfatsura ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
18. Mambwere ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
19. Mukwanda ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
20. Nzvenga ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
21. Masasi ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
22. Mushunje ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
23. Odzi  ,RDC ,Rural hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
24. Zimunya ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
25. Zumbare ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
26. Rowa ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
27. Chikwariro ,Mission ,Rural hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
28. St. Andrews  ,Mission ,Rural Hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
29. St. Joseph (TB) ,Mission ,Rural hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
30. Vumba ,Commercial ,Clinic ,Mutare  District ,MANICALAND PROVINCE ,Africa
31. Sakubva ,Govt. ,District hosp. ,Mutare  District ,MANICALAND PROVINCE ,Africa
32. Mavhiza ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
33. Dora ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
34. Chapendeka ,Govt. ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
35. Chishingwi ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
36. Bwizi ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
37. Mutanda ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
38. Chitora ,RDC ,RHC ,Mutare  District ,MANICALAND PROVINCE ,Africa
1. Hauna ,Govt. ,District Hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
2. Tsonzo ,Govt. ,Rural Hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
3. Sherukuru ,Govt. ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
4. Gavhanga ,Govt. ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
5. Rupinda ,Govt. ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
6. Old Mutare ,Mission ,Rural hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
7. Bonda ,Mission ,Rural hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
8. St. Augustines ,Mission ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
9. St. Barbaras ,Mission ,Rural hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
10. Triashill ,Mission ,Rural hosp. ,Mutasa District ,MANICALAND PROVINCE ,Africa
11. Gatsi ,Mission ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
12. Honde ,Mission ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
13. Mutasa ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
14. Mandeya II ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
15. Sachisuko ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
16. Sagambe ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
17. Mapara ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
18. Rumbidzai ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
19. Hauna ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
20. Sadziwa  ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
21. Ngarura ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
22. Sahumani ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
23. Mupotedzi ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
24. Samanga ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
25. Sakupwanya ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
26. Guta ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
27. Moyoweshumba ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
28. Zongororo ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
29. Mt. Jenya ,RDC ,RHC ,Mutasa District ,MANICALAND PROVINCE ,Africa
30. Drenan ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
31. Sheba ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
32. Redwing ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
33. Imbeza ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
34. FITC ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
35. Stapleford ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
36. Aberfoyle ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
37. Selborne ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
38. Katiyo ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
39. EHTE ,Commercial ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
40. St. Peters ,Mission ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
41. Hauna ,RDC ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
42. Chingamwe ,RDC ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
43. Jombe ,RDC ,Clinic ,Mutasa District ,MANICALAND PROVINCE ,Africa
1. Nyanga ,Govt. ,District Hosp. ,Nyanga District ,MANICALAND PROVINCE ,Africa
2. Dombo ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
3. Gairezi ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
4. Gotekote ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
5. Matize ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
6. Nyarumvurwe ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
7. Nyautare ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
8. Ruchera ,Govt. ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
9. Regina Coeli ,Mission ,Rural hosp. ,Nyanga District ,MANICALAND PROVINCE ,Africa
10. Mt. Mellery ,Mission ,Rural Hosp. ,Nyanga District ,MANICALAND PROVINCE ,Africa
11. Avilla  ,Mission ,Rural hosp. ,Nyanga District ,MANICALAND PROVINCE ,Africa
12. Elim ,Mission ,Rural hosp. ,Nyanga District ,MANICALAND PROVINCE ,Africa
13. Nyamombe ,Mission ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
14. Chatindo ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
15. Fombe ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
16. Nyadowa ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
17. Nyafaru ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
18. Nyamaropa ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
19. Nyatate ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
20. Tombo ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
21. Sabvura ,RDC ,RHC ,Nyanga District ,MANICALAND PROVINCE ,Africa
22. Erin Forest ,Commercial ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
23. Nyangui Forest ,Commercial ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
24. Chiwarira ,RDC ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
25. Kambudzi ,RDC ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
26. Chimusasa ,RDC ,Clinic ,Nyanga District ,MANICALAND PROVINCE ,Africa
27. Mobile Clinic clinic ,RDC ,,Nyanga District ,MANICALAND PROVINCE ,Africa
1. Dangamvura ,Municipality ,Polyclinic ,Mutare City ,MANICALAND PROVINCE ,Africa
2. Chikanga ,Municipality ,Clinic ,Mutare City ,MANICALAND PROVINCE ,Africa
3. Florida ,Municipality ,Clinic ,Mutare City ,MANICALAND PROVINCE ,Africa
4. Fern Valley ,Municipality ,Clinic ,Mutare City ,MANICALAND PROVINCE ,Africa
5. Mutare ,Municipality ,Clinic ,Mutare City ,MANICALAND PROVINCE ,Africa
6. Sakubva ,Municipality ,Polyclinic ,Mutare City ,MANICALAND PROVINCE ,Africa
1. Bikita ,Govt. ,Rural hosp. ,Bikita District ,MASVINGO PROVINCE ,Africa
2. Chikuku ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
3. Marozva ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
4. Mashoko ,Mission ,Rural hosp. ,Bikita District ,MASVINGO PROVINCE ,Africa
5. Silveira ,Mission ,Rural Hosp. ,Bikita District ,MASVINGO PROVINCE ,Africa
6. Nyika ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
7. Pfupajena ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
8. Mkanga ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
9. Dewure I ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
10. Dewure II ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
11. Mukore ,Govt. ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
12. Mungezi ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
13. Negovano ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
14. Odzi ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
15. Hozvi ,RDC ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
16. Bikita Minerals ,Mine ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
17. Chitasa ,RDC ,clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
18. Ngorima ,Govt. ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
19.  Chirorwe ,Govt. ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
20. Mutikizizi ,RDC ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
21. Gangare ,RDC ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
22. Gava ,RDC ,Clinic ,Bikita District ,MASVINGO PROVINCE ,Africa
23. Murwira ,RDC ,RHC ,Bikita District ,MASVINGO PROVINCE ,Africa
1. Chiredzi ,Govt. ,District Hosp. ,Chiredzi District ,MASVINGO PROVINCE ,Africa
2. Chikombedzi ,Mission ,Rural hosp. ,Chiredzi District ,MASVINGO PROVINCE ,Africa
3.Collin Saunders ,Pvt. ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
4. Muteyo ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
5. Chizvirizvi ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
6. Nyangambe ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
7. Chambuta ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
8. Chilonga ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
9. Mhlanguleni ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
10. Old Boli ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
11. Malipati ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
12. Gezani ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
13. Davata ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
14. Samu ,Govt. ,RHC ,Chiredzi District ,MASVINGO PROVINCE ,Africa
15. Chitsa ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
16. Rupangwana ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
17. St. Jospeth ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
18. Pore-pore ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
19. Chipiwa ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
20. Chibwedziva ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
21. Makande ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
22. Rutandare ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
23. Dunisa ,RDC ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
24. Chingele ,Mission ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
25. Damarakanaka ,Mission ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
26. Tshovani ,Town council ,Polyclinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
27. Hippo Valley ,Commercial ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
28. ZRP ,ZRP ,clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
29. Mkwasine ,Commercial ,clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
30. NRZ ,Industry ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
31. Pahlela ,Pvt. ,clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
32. ZSA ,Pvt. ,Clinic ,Chiredzi District ,MASVINGO PROVINCE ,Africa
33. Triangle  ,Pvt. ,Hospital ,Chiredzi District ,MASVINGO PROVINCE ,Africa
1. Chivi ,Govt. ,District hosp. ,Chivi District ,MASVINGO PROVINCE ,Africa
2. Chivi ,Govt. ,Rural Hosp. ,Chivi District ,MASVINGO PROVINCE ,Africa
3. Berejena ,Mission ,Clinic ,Chivi District ,MASVINGO PROVINCE ,Africa
4. Chigwikwi ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
5. Mhandamabwe ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
6. Ngundu ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
7. Razi ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
8. Takavarasha ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
9. Nyahombe ,Govt. ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
10. Chifedza ,RDC ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
11. Davira ,RDC ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
12. Madamombe ,RDC ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
13. Shindi ,RDC ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
14. Vuranda ,RDC ,RHC ,Chivi District ,MASVINGO PROVINCE ,Africa
15. Chivi ,Mission ,Clinic ,Chivi District ,MASVINGO PROVINCE ,Africa
1. Gutu ,Govt. ,Rural Hosp. ,Gutu District ,MASVINGO PROVINCE ,Africa
2. Gutu ,Mission ,Rural Hosp. ,Gutu District ,MASVINGO PROVINCE ,Africa
3. Chinyika ,Govt. ,Rural Hosp. ,Gutu District ,MASVINGO PROVINCE ,Africa
4. Cheshuro ,RDc ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
5. Chitando ,Govt. ,Rural hsop. ,Gutu District ,MASVINGO PROVINCE ,Africa
6. Chiwore ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
7. Denhere ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
8. Dewure ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
9. Magombedze ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
10. Chitsa ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
11. Majada ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
